filename,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_var,chroma_cq_mean,chroma_cq_var,chroma_cens_mean,chroma_cens_var,melspectrogram_mean,melspectrogram_var,mfcc_mean,mfcc_var,mfcc_delta_mean,mfcc_delta_var,rmse_mean,rmse_var,cent_mean,cent_var,spec_bw_mean,spec_bw_var,contrast_mean,contrast_var,rolloff_mean,rolloff_var,poly_mean,poly_var,tonnetz_mean,tonnetz_var,zcr_mean,zcr_var,harm_mean,harm_var,perc_mean,perc_var,frame_mean,frame_var,mfcc0_mean,mfcc0_var,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var
record.wav,112.34714673913044,51,25.5,0.461784690618515,0.11495908349752426,0.5795601010322571,0.0916411504149437,0.2680366337299347,0.01148969866335392,0.021868424490094185,0.13635483384132385,-31.75861930847168,21825.890625,0.00594694958999753,35.107521057128906,0.01870608516037464,0.0014122959692031145,1703.0290784730107,1793429.5872946447,1565.767696739723,1120741.348997053,14.083651236692228,126.42808041566548,3281.772748161765,3281.772748161765,0.09549401062276242,0.09549401062276242,-0.011963835076373606,0.004303686279891883,0.12187244689542484,0.010155498398389681,7.892414721766272e-09,3.045269477297552e-05,-5.607388447970152e-05,0.0016768007772043347,1.6393287981859412,0.701369081730349,-655.0951538085938,14453.2578125,48.38472366333008,5501.87646484375,2.673098564147949,1695.07861328125,13.998686790466309,1018.3306884765625,4.322505950927734,361.53399658203125,-6.447755336761475,455.4974060058594,-4.316775798797607,349.63336181640625,-3.4420149326324463,168.96609497070312,-4.883804798126221,167.63270568847656,-3.669992446899414,79.10794067382812,-2.8615736961364746,60.952327728271484,-0.2968849539756775,29.5466251373291,-1.877060055732727,49.12858200073242,-3.3450767993927,62.53624725341797,-2.138231039047241,76.77318572998047,-3.828204870223999,44.650543212890625,-4.366333484649658,56.93380355834961,-0.720150887966156,35.63357925415039,-3.742448091506958,58.08292007446289,-3.5198447704315186,54.70301818847656
